payment_id,order_id,amount,status,date
PAY00236,ORD00236,969.0,Captured,2026-06-18
PAY00385,ORD00385,31710.0,Captured,2026-08-07
PAY00078,ORD00078,985.0,Captured,2026-07-31
PAY00621,ORD00621,48465.0,Captured,2026-07-15
PAY00200,ORD00200,489.0,Captured,2026-08-01
PAY00603,ORD00603,19719.0,Captured,2026-08-14
PAY00461,ORD00461,785.0,Captured,2026-07-08
PAY00430,ORD00430,1195.0,Failed,2026-07-28
PAY00121,ORD00121,700.0,Captured,2026-08-10
PAY00472,ORD00472,8989.0,Captured,2026-06-07
PAY00511,ORD00511,670.0,Captured,2026-06-02
PAY00464,ORD00464,509.0,Captured,2026-07-21
PAY00004,ORD00004,5510.0,Captured,2026-06-07
PAY00576,ORD00576,41429.0,Captured,2026-06-29
PAY00245,ORD00245,685.0,Failed,2026-08-10
PAY00117,ORD00117,5045.0,Captured,2026-07-01
PAY00308,ORD00308,565.0,Captured,2026-08-03
PAY00404,ORD00404,1809.0,Captured,2026-08-06
PAY00495,ORD00495,1600.0,Captured,2026-08-15
PAY00378,ORD00378,1230.0,Captured,2026-06-13
PAY00606,ORD00606,47495.0,Failed,2026-06-05
PAY00465,ORD00465,47845.0,Captured,2026-08-20
PAY00124,ORD00124,17200.0,Captured,2026-06-17
PAY00395,ORD00395,1805.0,Captured,2026-08-10
PAY00179,ORD00179,9829.0,Captured,2026-08-23
PAY00452,ORD00452,47075.0,Captured,2026-08-10
PAY00259,ORD00259,7069.0,Captured,2026-08-09
PAY00183,ORD00183,1275.0,Captured,2026-07-18
PAY00519,ORD00519,29929.0,Captured,2026-07-02
PAY00251,ORD00251,1905.0,Captured,2026-06-22
PAY00135,ORD00135,17509.0,Captured,2026-08-10
PAY00240,ORD00240,1450.0,Captured,2026-06-18
PAY00233,ORD00233,49825.0,Captured,2026-06-05
PAY00158,ORD00158,220.0,Failed,2026-07-03
PAY00061,ORD00061,1875.0,Failed,2026-06-12
PAY00222,ORD00222,30325.0,Captured,2026-08-09
PAY00390,ORD00390,35509.0,Captured,2026-07-13
PAY00397,ORD00397,1835.0,Captured,2026-06-20
PAY00573,ORD00573,4045.0,Captured,2026-06-14
PAY00496,ORD00496,340.0,Captured,2026-06-08
PAY00213,ORD00213,10105.0,Captured,2026-07-01
PAY00414,ORD00414,4300.0,Captured,2026-08-12
PAY00132,ORD00132,1445.0,Captured,2026-08-19
PAY00059,ORD00059,5855.0,Captured,2026-07-12
PAY00335,ORD00335,3115.0,Captured,2026-07-28
PAY00316,ORD00316,380.0,Captured,2026-08-01
PAY00417,ORD00417,36815.0,Captured,2026-06-18
PAY00298,ORD00298,9825.0,Captured,2026-08-23
PAY00543,ORD00543,35085.0,Captured,2026-06-23
PAY00172,ORD00172,3459.0,Captured,2026-08-14
PAY00147,ORD00147,1589.0,Captured,2026-08-24
PAY00054,ORD00054,6420.0,Captured,2026-08-16
PAY00137,ORD00137,5415.0,Captured,2026-07-11
PAY00237,ORD00237,1020.0,Captured,2026-06-04
PAY00550,ORD00550,30900.0,Captured,2026-06-04
PAY00444,ORD00444,6189.0,Captured,2026-06-18
PAY00228,ORD00228,369.0,Captured,2026-07-08
PAY00346,ORD00346,49185.0,Captured,2026-07-01
PAY00631,ORD00631,4669.0,Captured,2026-08-23
PAY00520,ORD00520,5020.0,Failed,2026-08-09
PAY00067,ORD00067,459.0,Captured,2026-06-21
PAY00282,ORD00282,6189.0,Captured,2026-08-12
PAY00053,ORD00053,40725.0,Captured,2026-07-22
PAY00617,ORD00617,590.0,Captured,2026-06-05
PAY00542,ORD00542,21015.0,Captured,2026-07-21
PAY00366,ORD00366,3250.0,Failed,2026-07-19
PAY00118,ORD00118,45685.0,Captured,2026-06-08
PAY00029,ORD00029,7679.0,Captured,2026-08-14
PAY00471,ORD00471,32149.0,Captured,2026-06-17
PAY00269,ORD00269,1149.0,Captured,2026-07-16
PAY00199,ORD00199,1230.0,Captured,2026-08-17
PAY00427,ORD00427,6100.0,Captured,2026-08-01
PAY00104,ORD00104,8449.0,Captured,2026-08-04
PAY00021,ORD00021,7995.0,Captured,2026-07-02
PAY00138,ORD00138,1569.0,Captured,2026-07-31
PAY00111,ORD00111,879.0,Captured,2026-06-09
PAY00241,ORD00241,1959.0,Captured,2026-07-27
PAY00204,ORD00204,5409.0,Captured,2026-07-18
PAY00156,ORD00156,4329.0,Failed,2026-08-25
PAY00113,ORD00113,1040.0,Captured,2026-07-09
PAY00561,ORD00561,1935.0,Captured,2026-08-24
PAY00518,ORD00518,385.0,Captured,2026-06-26
PAY00649,ORD00649,1129.0,Captured,2026-06-21
PAY00599,ORD00599,23230.0,Captured,2026-08-16
PAY00615,ORD00615,3309.0,Captured,2026-08-04
PAY00008,ORD00008,319.0,Captured,2026-06-09
PAY00310,ORD00310,6945.0,Captured,2026-07-29
PAY00232,ORD00232,7229.0,Captured,2026-06-21
PAY00226,ORD00226,9989.0,Captured,2026-08-03
PAY00568,ORD00568,1940.0,Captured,2026-08-17
PAY00168,ORD00168,889.0,Captured,2026-08-21
PAY00160,ORD00160,25089.0,Captured,2026-08-25
PAY00440,ORD00440,35720.0,Captured,2026-07-15
PAY00442,ORD00442,15550.0,Captured,2026-07-11
PAY00611,ORD00611,1960.0,Captured,2026-07-09
PAY00025,ORD00025,4129.0,Captured,2026-07-06
PAY00039,ORD00039,2105.0,Captured,2026-08-01
PAY00469,ORD00469,1509.0,Captured,2026-07-21
PAY00353,ORD00353,6619.0,Captured,2026-08-07
PAY00151,ORD00151,5085.0,Captured,2026-06-21
PAY00042,ORD00042,1860.0,Captured,2026-06-16
PAY00344,ORD00344,25360.0,Captured,2026-06-08
PAY00095,ORD00095,7665.0,Captured,2026-06-26
PAY00538,ORD00538,450.0,Captured,2026-06-26
PAY00463,ORD00463,18320.0,Failed,2026-07-02
PAY00024,ORD00024,4660.0,Captured,2026-07-16
PAY00013,ORD00013,30449.0,Captured,2026-07-19
PAY00610,ORD00610,8505.0,Captured,2026-08-02
PAY00508,ORD00508,47790.0,Captured,2026-08-03
PAY00449,ORD00449,5359.0,Failed,2026-07-27
PAY00161,ORD00161,5250.0,Captured,2026-07-29
PAY00563,ORD00563,20325.0,Captured,2026-08-21
PAY00201,ORD00201,1999.0,Captured,2026-08-06
PAY00174,ORD00174,865.0,Captured,2026-06-09
PAY00101,ORD00101,18960.0,Captured,2026-08-20
PAY00273,ORD00273,305.0,Captured,2026-08-10
PAY00247,ORD00247,41375.0,Captured,2026-07-23
PAY00594,ORD00594,41120.0,Captured,2026-07-31
PAY00016,ORD00016,38075.0,Captured,2026-06-09
PAY00274,ORD00274,35325.0,Captured,2026-08-10
PAY00140,ORD00140,18530.0,Captured,2026-08-15
PAY00223,ORD00223,12400.0,Captured,2026-07-07
PAY00328,ORD00328,23469.0,Captured,2026-08-02
PAY00189,ORD00189,1349.0,Captured,2026-08-07
PAY00481,ORD00481,2580.0,Captured,2026-06-14
PAY00195,ORD00195,20855.0,Captured,2026-06-06
PAY00382,ORD00382,15289.0,Captured,2026-06-05
PAY00532,ORD00532,4945.0,Captured,2026-07-30
PAY00077,ORD00077,22360.0,Captured,2026-08-13
PAY00650,ORD00650,1209.0,Captured,2026-07-26
PAY00074,ORD00074,28545.0,Captured,2026-08-15
PAY00637,ORD00637,41185.0,Captured,2026-08-04
PAY00336,ORD00336,9510.0,Captured,2026-08-24
PAY00579,ORD00579,1705.0,Failed,2026-08-16
PAY00408,ORD00408,26169.0,Captured,2026-08-03
PAY00205,ORD00205,3840.0,Captured,2026-08-23
PAY00470,ORD00470,8765.0,Captured,2026-07-12
PAY00525,ORD00525,19335.0,Captured,2026-06-12
PAY00517,ORD00517,295.0,Captured,2026-07-07
PAY00371,ORD00371,13850.0,Captured,2026-06-10
PAY00318,ORD00318,8175.0,Captured,2026-08-14
PAY00399,ORD00399,945.0,Captured,2026-07-27
PAY00474,ORD00474,1139.0,Captured,2026-06-17
PAY00343,ORD00343,1589.0,Captured,2026-06-06
PAY00456,ORD00456,1745.0,Captured,2026-07-04
PAY00277,ORD00277,6949.0,Captured,2026-06-06
PAY00070,ORD00070,42665.0,Captured,2026-08-05
PAY00015,ORD00015,29769.0,Captured,2026-06-16
PAY00079,ORD00079,9489.0,Captured,2026-08-23
PAY00203,ORD00203,500.0,Captured,2026-07-28
PAY00500,ORD00500,3275.0,Captured,2026-08-15
PAY00426,ORD00426,5069.0,Captured,2026-08-15
PAY00357,ORD00357,48519.0,Captured,2026-08-11
PAY00558,ORD00558,2160.0,Captured,2026-07-13
PAY00613,ORD00613,1445.0,Captured,2026-06-28
PAY00315,ORD00315,9019.0,Captured,2026-07-12
PAY00646,ORD00646,36825.0,Captured,2026-06-19
PAY00450,ORD00450,15420.0,Captured,2026-06-29
PAY00433,ORD00433,1729.0,Captured,2026-06-21
PAY00003,ORD00003,46990.0,Captured,2026-06-11
PAY00026,ORD00026,1260.0,Captured,2026-07-23
PAY00217,ORD00217,4080.0,Captured,2026-07-15
PAY00564,ORD00564,1209.0,Captured,2026-08-11
PAY00167,ORD00167,30335.0,Failed,2026-06-29
PAY00580,ORD00580,41640.0,Captured,2026-07-26
PAY00178,ORD00178,6875.0,Failed,2026-08-14
PAY00248,ORD00248,1895.0,Captured,2026-08-22
PAY00293,ORD00293,27325.0,Captured,2026-06-25
PAY00634,ORD00634,6075.0,Failed,2026-07-22
PAY00437,ORD00437,3769.0,Captured,2026-06-09
PAY00491,ORD00491,3549.0,Captured,2026-06-07
PAY00526,ORD00526,25175.0,Captured,2026-07-18
PAY00049,ORD00049,1649.0,Captured,2026-06-30
PAY00376,ORD00376,6360.0,Failed,2026-06-03
PAY00555,ORD00555,33510.0,Captured,2026-07-16
PAY00055,ORD00055,38315.0,Captured,2026-08-17
PAY00388,ORD00388,570.0,Captured,2026-08-15
PAY00235,ORD00235,1369.0,Captured,2026-07-28
PAY00115,ORD00115,7499.0,Captured,2026-06-20
PAY00418,ORD00418,20105.0,Captured,2026-07-19
PAY00192,ORD00192,665.0,Captured,2026-06-13
PAY00415,ORD00415,619.0,Captured,2026-08-10
PAY00152,ORD00152,31269.0,Captured,2026-06-11
PAY00180,ORD00180,41170.0,Captured,2026-06-08
PAY00155,ORD00155,765.0,Captured,2026-07-26
PAY00257,ORD00257,1890.0,Captured,2026-08-22
PAY00458,ORD00458,48535.0,Captured,2026-08-18
PAY00355,ORD00355,16069.0,Captured,2026-06-25
PAY00497,ORD00497,7845.0,Captured,2026-07-22
PAY00176,ORD00176,6165.0,Captured,2026-07-28
PAY00030,ORD00030,46275.0,Captured,2026-07-25
PAY00127,ORD00127,2935.0,Captured,2026-07-17
PAY00400,ORD00400,1760.0,Captured,2026-06-24
PAY00071,ORD00071,4245.0,Captured,2026-07-02
PAY00146,ORD00146,38129.0,Captured,2026-08-18
PAY00626,ORD00626,4079.0,Captured,2026-08-22
PAY00537,ORD00537,1735.0,Captured,2026-06-14
PAY00216,ORD00216,1009.0,Captured,2026-07-20
PAY00287,ORD00287,260.0,Captured,2026-07-27
PAY00619,ORD00619,40425.0,Captured,2026-08-21
PAY00231,ORD00231,33105.0,Captured,2026-07-06
PAY00197,ORD00197,25340.0,Captured,2026-07-10
PAY00267,ORD00267,8259.0,Captured,2026-07-30
PAY00595,ORD00595,35870.0,Captured,2026-08-04
PAY00018,ORD00018,33745.0,Captured,2026-06-20
PAY00373,ORD00373,1929.0,Captured,2026-06-20
PAY00028,ORD00028,1125.0,Captured,2026-06-29
PAY00624,ORD00624,7559.0,Captured,2026-07-23
PAY00278,ORD00278,18985.0,Captured,2026-07-31
PAY00120,ORD00120,630.0,Captured,2026-07-13
PAY00229,ORD00229,4695.0,Captured,2026-08-17
PAY00321,ORD00321,2969.0,Captured,2026-06-29
PAY00170,ORD00170,1690.0,Captured,2026-06-19
PAY00148,ORD00148,27915.0,Captured,2026-07-14
PAY00286,ORD00286,1499.0,Captured,2026-07-02
PAY00215,ORD00215,43259.0,Captured,2026-06-03
PAY00420,ORD00420,37410.0,Failed,2026-07-17
PAY00612,ORD00612,8349.0,Captured,2026-07-24
PAY00530,ORD00530,760.0,Captured,2026-08-14
PAY00410,ORD00410,2069.0,Captured,2026-07-19
PAY00107,ORD00107,8590.0,Failed,2026-07-21
PAY00438,ORD00438,1385.0,Captured,2026-07-12
PAY00638,ORD00638,21149.0,Captured,2026-06-24
PAY00457,ORD00457,9060.0,Captured,2026-07-01
PAY00260,ORD00260,4015.0,Failed,2026-06-10
PAY00043,ORD00043,24795.0,Captured,2026-07-28
PAY00164,ORD00164,249.0,Failed,2026-07-29
PAY00572,ORD00572,9260.0,Captured,2026-07-04
PAY00171,ORD00171,21370.0,Failed,2026-08-23
PAY00255,ORD00255,21059.0,Captured,2026-06-20
PAY00548,ORD00548,35075.0,Captured,2026-08-01
PAY00091,ORD00091,35079.0,Captured,2026-07-01
PAY00348,ORD00348,48780.0,Failed,2026-08-20
PAY00307,ORD00307,1779.0,Captured,2026-06-05
PAY00036,ORD00036,815.0,Failed,2026-06-02
PAY00506,ORD00506,18325.0,Captured,2026-06-16
PAY00389,ORD00389,20650.0,Captured,2026-08-12
PAY00581,ORD00581,3350.0,Captured,2026-06-07
PAY00384,ORD00384,10620.0,Captured,2026-06-11
PAY00270,ORD00270,2419.0,Captured,2026-08-23
PAY00372,ORD00372,1885.0,Captured,2026-06-18
PAY00119,ORD00119,3550.0,Captured,2026-08-24
PAY00163,ORD00163,7240.0,Captured,2026-07-22
PAY00541,ORD00541,3060.0,Captured,2026-06-06
PAY00514,ORD00514,1065.0,Captured,2026-07-11
PAY00380,ORD00380,755.0,Captured,2026-07-22
PAY00007,ORD00007,1919.0,Captured,2026-08-09
PAY00306,ORD00306,9905.0,Captured,2026-08-22
PAY00592,ORD00592,32535.0,Captured,2026-08-15
PAY00522,ORD00522,3919.0,Failed,2026-06-02
PAY00292,ORD00292,4809.0,Captured,2026-08-22
PAY00175,ORD00175,5629.0,Captured,2026-06-08
PAY00642,ORD00642,4135.0,Captured,2026-06-16
PAY00554,ORD00554,930.0,Captured,2026-08-15
PAY00100,ORD00100,1449.0,Captured,2026-06-25
PAY00230,ORD00230,20925.0,Captured,2026-07-15
PAY00265,ORD00265,2419.0,Captured,2026-07-24
PAY00369,ORD00369,1719.0,Failed,2026-07-16
PAY00392,ORD00392,1730.0,Captured,2026-07-26
PAY00559,ORD00559,32330.0,Captured,2026-07-12
PAY00628,ORD00628,44125.0,Captured,2026-08-14
PAY00218,ORD00218,16799.0,Captured,2026-07-13
PAY00578,ORD00578,735.0,Captured,2026-06-22
PAY00636,ORD00636,32499.0,Captured,2026-06-29
PAY00354,ORD00354,5180.0,Captured,2026-07-13
PAY00432,ORD00432,32480.0,Captured,2026-06-22
PAY00446,ORD00446,3370.0,Captured,2026-06-24
PAY00099,ORD00099,13219.0,Captured,2026-08-03
PAY00190,ORD00190,37755.0,Captured,2026-06-03
PAY00375,ORD00375,41675.0,Captured,2026-06-03
PAY00333,ORD00333,2379.0,Captured,2026-06-09
PAY00304,ORD00304,409.0,Captured,2026-06-21
PAY00261,ORD00261,2495.0,Captured,2026-08-01
PAY00145,ORD00145,1935.0,Captured,2026-08-13
PAY00598,ORD00598,1865.0,Captured,2026-06-11
PAY00490,ORD00490,1949.0,Captured,2026-08-17
PAY00187,ORD00187,7445.0,Captured,2026-08-23
PAY00284,ORD00284,11755.0,Captured,2026-07-04
PAY00012,ORD00012,1445.0,Captured,2026-06-14
PAY00531,ORD00531,5685.0,Captured,2026-06-16
PAY00379,ORD00379,22589.0,Captured,2026-07-03
PAY00448,ORD00448,35169.0,Failed,2026-08-23
PAY00182,ORD00182,26245.0,Captured,2026-07-27
PAY00498,ORD00498,45169.0,Failed,2026-06-20
PAY00383,ORD00383,5329.0,Captured,2026-07-31
PAY00128,ORD00128,6869.0,Captured,2026-06-29
PAY00547,ORD00547,619.0,Captured,2026-08-09
PAY00058,ORD00058,6250.0,Captured,2026-08-14
PAY00574,ORD00574,2015.0,Captured,2026-07-24
PAY00034,ORD00034,8059.0,Captured,2026-08-15
PAY00238,ORD00238,42705.0,Captured,2026-08-11
PAY00283,ORD00283,5895.0,Captured,2026-06-15
PAY00075,ORD00075,1395.0,Captured,2026-08-08
PAY00363,ORD00363,2810.0,Captured,2026-07-18
PAY00244,ORD00244,1820.0,Captured,2026-06-26
PAY00092,ORD00092,1220.0,Captured,2026-07-30
PAY00093,ORD00093,4095.0,Captured,2026-08-09
PAY00482,ORD00482,4570.0,Captured,2026-07-19
PAY00338,ORD00338,1280.0,Captured,2026-07-09
PAY00431,ORD00431,859.0,Captured,2026-06-15
PAY00280,ORD00280,875.0,Captured,2026-08-18
PAY00157,ORD00157,2379.0,Failed,2026-06-08
PAY00302,ORD00302,1579.0,Captured,2026-06-30
PAY00258,ORD00258,27340.0,Captured,2026-08-13
PAY00086,ORD00086,349.0,Captured,2026-06-12
PAY00191,ORD00191,945.0,Captured,2026-08-02
PAY00040,ORD00040,9915.0,Captured,2026-06-15
PAY00112,ORD00112,40435.0,Captured,2026-08-23
PAY00625,ORD00625,2160.0,Captured,2026-08-22
PAY00521,ORD00521,1760.0,Captured,2026-07-23
PAY00419,ORD00419,5929.0,Captured,2026-08-04
PAY00253,ORD00253,1939.0,Captured,2026-08-10
PAY00311,ORD00311,6450.0,Captured,2026-08-04
PAY00005,ORD00005,4685.0,Captured,2026-07-14
PAY00536,ORD00536,735.0,Captured,2026-07-28
PAY00105,ORD00105,8805.0,Captured,2026-07-08
PAY00527,ORD00527,15560.0,Captured,2026-08-04
PAY00234,ORD00234,25475.0,Captured,2026-07-17
PAY00165,ORD00165,1905.0,Captured,2026-06-14
PAY00106,ORD00106,1850.0,Captured,2026-06-29
PAY00342,ORD00342,699.0,Captured,2026-06-05
PAY00242,ORD00242,30945.0,Captured,2026-06-09
PAY00591,ORD00591,19909.0,Captured,2026-06-13
PAY00186,ORD00186,785.0,Captured,2026-06-11
PAY00428,ORD00428,410.0,Captured,2026-06-19
PAY00477,ORD00477,35975.0,Captured,2026-06-30
PAY00254,ORD00254,29849.0,Failed,2026-06-12
PAY00409,ORD00409,7050.0,Captured,2026-06-18
PAY00423,ORD00423,12909.0,Captured,2026-08-22
PAY00263,ORD00263,34289.0,Captured,2026-06-14
PAY00209,ORD00209,6990.0,Captured,2026-07-07
PAY00502,ORD00502,1690.0,Captured,2026-06-12
PAY00635,ORD00635,12319.0,Captured,2026-08-13
PAY00413,ORD00413,42180.0,Captured,2026-07-12
PAY00487,ORD00487,7985.0,Captured,2026-07-11
PAY00083,ORD00083,5859.0,Captured,2026-07-21
PAY00614,ORD00614,5970.0,Captured,2026-08-05
PAY00072,ORD00072,49289.0,Captured,2026-06-18
PAY00590,ORD00590,5655.0,Captured,2026-07-30
PAY00290,ORD00290,1649.0,Captured,2026-07-12
PAY00088,ORD00088,265.0,Failed,2026-07-16
PAY00454,ORD00454,1899.0,Captured,2026-07-27
PAY00065,ORD00065,1105.0,Captured,2026-08-10
PAY00271,ORD00271,28730.0,Captured,2026-06-14
PAY00094,ORD00094,32655.0,Captured,2026-08-21
PAY00485,ORD00485,36989.0,Failed,2026-07-27
PAY00275,ORD00275,770.0,Failed,2026-07-21
PAY00214,ORD00214,15615.0,Captured,2026-06-09
PAY00144,ORD00144,520.0,Captured,2026-07-15
PAY00501,ORD00501,8259.0,Captured,2026-07-26
PAY00575,ORD00575,9255.0,Captured,2026-07-15
PAY00154,ORD00154,41835.0,Captured,2026-07-24
PAY00102,ORD00102,289.0,Captured,2026-07-17
PAY00633,ORD00633,9029.0,Captured,2026-07-11
PAY00503,ORD00503,39719.0,Captured,2026-06-08
PAY00411,ORD00411,38229.0,Captured,2026-06-18
PAY00319,ORD00319,6699.0,Captured,2026-07-17
PAY00377,ORD00377,28005.0,Captured,2026-06-03
PAY00309,ORD00309,580.0,Captured,2026-07-09
PAY00198,ORD00198,7565.0,Captured,2026-07-07
PAY00401,ORD00401,46509.0,Captured,2026-07-23
PAY00006,ORD00006,9215.0,Captured,2026-07-03
PAY00045,ORD00045,49950.0,Captured,2026-06-27
PAY00114,ORD00114,405.0,Failed,2026-07-29
PAY00391,ORD00391,19179.0,Captured,2026-06-11
PAY00221,ORD00221,280.0,Captured,2026-06-06
PAY00141,ORD00141,31600.0,Captured,2026-07-23
PAY00350,ORD00350,34985.0,Captured,2026-07-24
PAY00358,ORD00358,9120.0,Captured,2026-06-28
PAY00211,ORD00211,1820.0,Captured,2026-08-03
PAY00134,ORD00134,6359.0,Captured,2026-08-17
PAY00262,ORD00262,30485.0,Captured,2026-07-15
PAY00279,ORD00279,19769.0,Captured,2026-06-18
PAY00387,ORD00387,28379.0,Captured,2026-08-24
PAY00080,ORD00080,519.0,Captured,2026-08-15
PAY00632,ORD00632,19820.0,Captured,2026-06-08
PAY00412,ORD00412,9765.0,Captured,2026-06-23
PAY00116,ORD00116,7369.0,Captured,2026-07-23
PAY00533,ORD00533,740.0,Captured,2026-07-09
PAY00545,ORD00545,26115.0,Captured,2026-08-03
PAY00374,ORD00374,1249.0,Captured,2026-08-21
PAY00207,ORD00207,19105.0,Captured,2026-07-28
PAY00381,ORD00381,25940.0,Captured,2026-07-09
PAY00601,ORD00601,28105.0,Captured,2026-06-02
PAY00185,ORD00185,315.0,Captured,2026-06-13
PAY00515,ORD00515,15105.0,Captured,2026-06-16
PAY00359,ORD00359,17695.0,Captured,2026-07-02
PAY00544,ORD00544,3765.0,Captured,2026-07-28
PAY00037,ORD00037,6380.0,Captured,2026-06-07
