order_id,amount,date
ORD00325,1289.0,2026-06-15
ORD00146,38129.0,2026-08-18
ORD00453,1255.0,2026-08-09
ORD00227,9570.0,2026-07-25
ORD00217,4080.0,2026-07-15
ORD00195,20855.0,2026-06-06
ORD00203,500.0,2026-07-28
ORD00299,720.0,2026-08-08
ORD00551,40915.0,2026-08-14
ORD00582,415.0,2026-08-10
ORD00559,32330.0,2026-07-12
ORD00634,6075.0,2026-07-22
ORD00495,1600.0,2026-08-15
ORD00390,35509.0,2026-07-13
ORD00526,25175.0,2026-07-18
ORD00176,6165.0,2026-07-28
ORD00586,4410.0,2026-06-13
ORD00095,7665.0,2026-06-26
ORD00230,20925.0,2026-07-15
ORD00459,20880.0,2026-06-27
ORD00281,29615.0,2026-08-04
ORD00404,1809.0,2026-08-06
ORD00480,225.0,2026-06-17
ORD00229,4695.0,2026-08-17
ORD00101,18960.0,2026-08-20
ORD00291,5925.0,2026-06-23
ORD00631,4669.0,2026-08-23
ORD00367,8839.0,2026-08-23
ORD00616,44360.0,2026-06-23
ORD00054,6420.0,2026-08-16
ORD00228,369.0,2026-07-08
ORD00392,1730.0,2026-07-26
ORD00627,8985.0,2026-06-28
ORD00649,1129.0,2026-06-21
ORD00155,765.0,2026-07-26
ORD00252,9669.0,2026-07-07
ORD00276,32225.0,2026-06-19
ORD00633,9029.0,2026-07-11
ORD00159,795.0,2026-07-26
ORD00272,7965.0,2026-06-06
ORD00045,49950.0,2026-06-27
ORD00639,809.0,2026-07-04
ORD00114,405.0,2026-07-29
ORD00025,4129.0,2026-07-06
ORD00212,43780.0,2026-06-19
ORD00109,27185.0,2026-08-21
ORD00321,2969.0,2026-06-29
ORD00170,1690.0,2026-06-19
ORD00080,519.0,2026-08-15
ORD00051,24730.0,2026-07-05
ORD00507,8619.0,2026-06-09
ORD00085,41980.0,2026-08-19
ORD00009,1800.0,2026-06-26
ORD00033,45120.0,2026-06-25
ORD00100,1449.0,2026-06-25
ORD00110,2890.0,2026-08-19
ORD00137,5415.0,2026-07-11
ORD00331,30200.0,2026-07-21
ORD00223,12400.0,2026-07-07
ORD00029,7679.0,2026-08-14
ORD00288,5439.0,2026-06-27
ORD00558,2160.0,2026-07-13
ORD00056,25009.0,2026-08-15
ORD00157,2379.0,2026-06-08
ORD00574,2015.0,2026-07-24
ORD00585,1925.0,2026-06-01
ORD00311,6450.0,2026-08-04
ORD00049,1649.0,2026-06-30
ORD00084,31539.0,2026-07-19
ORD00636,32499.0,2026-06-29
ORD00545,26115.0,2026-08-03
ORD00034,8059.0,2026-08-15
ORD00478,15980.0,2026-06-01
ORD00438,1385.0,2026-07-12
ORD00036,815.0,2026-06-02
ORD00332,10200.0,2026-08-14
ORD00064,33715.0,2026-08-20
ORD00414,4300.0,2026-08-12
ORD00385,31710.0,2026-08-07
ORD00578,735.0,2026-06-22
ORD00505,3349.0,2026-08-06
ORD00323,45230.0,2026-07-02
ORD00373,1929.0,2026-06-20
ORD00452,47075.0,2026-08-10
ORD00629,34529.0,2026-08-16
ORD00235,1369.0,2026-07-28
ORD00413,42180.0,2026-07-12
ORD00647,855.0,2026-07-13
ORD00344,25360.0,2026-06-08
ORD00046,630.0,2026-06-23
ORD00463,18320.0,2026-07-02
ORD00425,44009.0,2026-08-13
ORD00573,4045.0,2026-06-14
ORD00304,409.0,2026-06-21
ORD00575,9255.0,2026-07-15
ORD00178,6875.0,2026-08-14
ORD00220,1499.0,2026-07-29
ORD00566,3449.0,2026-07-08
ORD00297,1015.0,2026-06-06
ORD00022,775.0,2026-08-12
ORD00421,45199.0,2026-06-11
ORD00326,45890.0,2026-08-13
ORD00200,489.0,2026-08-01
ORD00451,24745.0,2026-06-22
ORD00138,1569.0,2026-07-31
ORD00213,10105.0,2026-07-01
ORD00626,4079.0,2026-08-22
ORD00607,559.0,2026-08-17
ORD00597,500.0,2026-06-28
ORD00506,18325.0,2026-06-16
ORD00530,760.0,2026-08-14
ORD00232,7229.0,2026-06-21
ORD00406,750.0,2026-07-26
ORD00318,8175.0,2026-08-14
ORD00184,5179.0,2026-08-16
ORD00557,1200.0,2026-08-17
ORD00555,33510.0,2026-07-16
ORD00486,1960.0,2026-06-16
ORD00279,19769.0,2026-06-18
ORD00021,7995.0,2026-07-02
ORD00171,21370.0,2026-08-23
ORD00402,389.0,2026-08-16
ORD00600,735.0,2026-08-11
ORD00177,2470.0,2026-08-22
ORD00328,23469.0,2026-08-02
ORD00199,1230.0,2026-08-17
ORD00471,32149.0,2026-06-17
ORD00548,35075.0,2026-08-01
ORD00267,8259.0,2026-07-30
ORD00493,1425.0,2026-07-11
ORD00131,1200.0,2026-07-12
ORD00339,7529.0,2026-07-19
ORD00553,1299.0,2026-07-20
ORD00490,1949.0,2026-08-17
ORD00194,18595.0,2026-06-20
ORD00141,31600.0,2026-07-23
ORD00417,36815.0,2026-06-18
ORD00477,35975.0,2026-06-30
ORD00153,20320.0,2026-06-11
ORD00583,9589.0,2026-07-07
ORD00011,1575.0,2026-07-03
ORD00270,2419.0,2026-08-23
ORD00097,29395.0,2026-06-03
ORD00211,1820.0,2026-08-03
ORD00643,48249.0,2026-06-10
ORD00549,8409.0,2026-08-04
ORD00614,5970.0,2026-08-05
ORD00533,740.0,2026-07-09
ORD00606,47495.0,2026-06-05
ORD00333,2379.0,2026-06-09
ORD00076,31799.0,2026-07-19
ORD00078,985.0,2026-07-31
ORD00264,3000.0,2026-06-19
ORD00150,499.0,2026-08-07
ORD00515,15105.0,2026-06-16
ORD00611,1960.0,2026-07-09
ORD00470,8765.0,2026-07-12
ORD00565,1629.0,2026-08-15
ORD00462,27529.0,2026-06-13
ORD00254,29849.0,2026-06-12
ORD00370,3150.0,2026-08-09
ORD00322,39829.0,2026-07-18
ORD00152,31269.0,2026-06-11
ORD00303,2829.0,2026-07-31
ORD00191,945.0,2026-08-02
ORD00349,5500.0,2026-07-15
ORD00244,1820.0,2026-06-26
ORD00088,265.0,2026-07-16
ORD00591,19909.0,2026-06-13
ORD00419,5929.0,2026-08-04
ORD00289,40919.0,2026-06-08
ORD00167,30335.0,2026-06-29
ORD00609,5890.0,2026-07-14
ORD00156,4329.0,2026-08-25
ORD00357,48519.0,2026-08-11
ORD00382,15289.0,2026-06-05
ORD00280,875.0,2026-08-18
ORD00127,2935.0,2026-07-17
ORD00023,7470.0,2026-08-03
ORD00283,5895.0,2026-06-15
ORD00472,8989.0,2026-06-07
ORD00368,4769.0,2026-08-22
ORD00026,1260.0,2026-07-23
ORD00197,25340.0,2026-07-10
ORD00065,1105.0,2026-08-10
ORD00016,38075.0,2026-06-09
ORD00467,28235.0,2026-07-29
ORD00298,9825.0,2026-08-23
ORD00337,1540.0,2026-08-08
ORD00027,25755.0,2026-08-22
ORD00589,7260.0,2026-07-18
ORD00044,4445.0,2026-08-12
ORD00498,45169.0,2026-06-20
ORD00516,1580.0,2026-08-06
ORD00621,48465.0,2026-07-15
ORD00562,6805.0,2026-07-12
ORD00455,1329.0,2026-08-23
ORD00388,570.0,2026-08-15
ORD00072,49289.0,2026-06-18
ORD00543,35085.0,2026-06-23
ORD00457,9060.0,2026-07-01
ORD00432,32480.0,2026-06-22
ORD00265,2419.0,2026-07-24
ORD00210,690.0,2026-07-24
ORD00317,865.0,2026-07-20
ORD00514,1065.0,2026-07-11
ORD00314,29339.0,2026-06-25
ORD00535,2755.0,2026-08-05
ORD00320,2515.0,2026-06-21
ORD00008,319.0,2026-06-09
ORD00394,1019.0,2026-07-05
ORD00142,37720.0,2026-07-07
ORD00087,2810.0,2026-07-09
ORD00479,18700.0,2026-08-06
ORD00504,1560.0,2026-06-18
ORD00216,1009.0,2026-07-20
ORD00581,3350.0,2026-06-07
ORD00563,20325.0,2026-08-21
ORD00399,945.0,2026-07-27
ORD00491,3549.0,2026-06-07
ORD00253,1939.0,2026-08-10
ORD00469,1509.0,2026-07-21
ORD00358,9120.0,2026-06-28
ORD00255,21059.0,2026-06-20
ORD00277,6949.0,2026-06-06
ORD00179,9829.0,2026-08-23
ORD00282,6189.0,2026-08-12
ORD00391,19179.0,2026-06-11
ORD00509,315.0,2026-06-21
ORD00584,815.0,2026-08-13
ORD00130,5929.0,2026-06-14
ORD00145,1935.0,2026-08-13
ORD00646,36825.0,2026-06-19
ORD00073,2575.0,2026-08-04
ORD00236,969.0,2026-06-18
ORD00038,18285.0,2026-06-14
